Base Year,Year,State,Kind of Economic Activity,Sub Kind of Economic Activity,Value RM Million,Status Data,,
2015,2017,Kuala Lumpur,Construction,Civil engineering,4582,f,,
2015,2018,Kuala Lumpur,Construction,Civil engineering,5333,f,,
2015,2019,Kuala Lumpur,Construction,Civil engineering,6516,f,,
2015,2020,Kuala Lumpur,Construction,Civil engineering,4217,f,,
2015,2021,Kuala Lumpur,Construction,Civil engineering,2338,e,,
2015,2022,Kuala Lumpur,Construction,Civil engineering,2250,p,,
2015,2015,Kuala Lumpur,Construction,Special trade,2656,f,,
2015,2016,Kuala Lumpur,Construction,Special trade,2869,f,,
2015,2017,Kuala Lumpur,Construction,Special trade,3732,f,,
2015,2018,Kuala Lumpur,Construction,Special trade,3714,f,,
2015,2019,Kuala Lumpur,Construction,Special trade,3421,f,,
2015,2020,Kuala Lumpur,Construction,Special trade,2458,f,,
2015,2021,Kuala Lumpur,Construction,Special trade,3679,e,,
2015,2022,Kuala Lumpur,Construction,Special trade,3977,p,,
2015,2015,Kuala Lumpur,Services,"Utilities, transportation & storage and information & communication",17639,f,,
2015,2016,Kuala Lumpur,Services,"Utilities, transportation & storage and information & communication",18879,f,,
2015,2017,Kuala Lumpur,Services,"Utilities, transportation & storage and information & communication",20336,f,,
2015,2018,Kuala Lumpur,Services,"Utilities, transportation & storage and information & communication",21920,f,,
2015,2019,Kuala Lumpur,Services,"Utilities, transportation & storage and information & communication",23286,f,,
2015,2020,Kuala Lumpur,Services,"Utilities, transportation & storage and information & communication",23070,f,,
2015,2021,Kuala Lumpur,Services,"Utilities, transportation & storage and information & communication",23975,e,,
2015,2022,Kuala Lumpur,Services,"Utilities, transportation & storage and information & communication",26234,p,,
2015,2015,Kuala Lumpur,Services,"Wholesale and retail trade, food & beverage and accommodation",64514,f,,
2015,2016,Kuala Lumpur,Services,"Wholesale and retail trade, food & beverage and accommodation",68781,f,,
2015,2017,Kuala Lumpur,Services,"Wholesale and retail trade, food & beverage and accommodation",73668,f,,
2015,2018,Kuala Lumpur,Services,"Wholesale and retail trade, food & beverage and accommodation",79888,f,,
2015,2019,Kuala Lumpur,Services,"Wholesale and retail trade, food & beverage and accommodation",85731,f,,
2015,2020,Kuala Lumpur,Services,"Wholesale and retail trade, food & beverage and accommodation",77650,f,,
2015,2021,Kuala Lumpur,Services,"Wholesale and retail trade, food & beverage and accommodation",78589,e,,
2015,2022,Kuala Lumpur,Services,"Wholesale and retail trade, food & beverage and accommodation",90486,p,,
2015,2015,Kuala Lumpur,Services,"Finance and insurance, real estate and business services",46712,f,,
2015,2016,Kuala Lumpur,Services,"Finance and insurance, real estate and business services",48880,f,,
2015,2017,Kuala Lumpur,Services,"Finance and insurance, real estate and business services",52438,f,,
2015,2018,Kuala Lumpur,Services,"Finance and insurance, real estate and business services",56164,f,,
2015,2019,Kuala Lumpur,Services,"Finance and insurance, real estate and business services",59239,f,,
2015,2020,Kuala Lumpur,Services,"Finance and insurance, real estate and business services",56645,f,,
2015,2021,Kuala Lumpur,Services,"Finance and insurance, real estate and business services",57102,e,,
2015,2022,Kuala Lumpur,Services,"Finance and insurance, real estate and business services",61877,p,,
2015,2015,Kuala Lumpur,Services,Other services,9288,f,,
2015,2016,Kuala Lumpur,Services,Other services,9553,f,,
2015,2017,Kuala Lumpur,Services,Other services,9961,f,,
2015,2018,Kuala Lumpur,Services,Other services,10478,f,,
2015,2019,Kuala Lumpur,Services,Other services,11110,f,,
2015,2020,Kuala Lumpur,Services,Other services,9497,f,,
2015,2021,Kuala Lumpur,Services,Other services,9187,e,,
2015,2022,Kuala Lumpur,Services,Other services,9906,p,,
2015,2015,Kuala Lumpur,Services,Government services,21598,f,,
2015,2016,Kuala Lumpur,Services,Government services,22650,f,,
2015,2017,Kuala Lumpur,Services,Government services,23793,f,,
2015,2018,Kuala Lumpur,Services,Government services,25022,f,,
2015,2019,Kuala Lumpur,Services,Government services,25966,f,,
2015,2020,Kuala Lumpur,Services,Government services,27341,f,,
2015,2021,Kuala Lumpur,Services,Government services,28935,e,,
2015,2022,Kuala Lumpur,Services,Government services,30478,p,,
2015,2015,Kuala Lumpur,Plus: Import duties,Plus: Import duties,2437,f,,
2015,2016,Kuala Lumpur,Plus: Import duties,Plus: Import duties,2464,f,,
2015,2017,Kuala Lumpur,Plus: Import duties,Plus: Import duties,3556,f,,
2015,2018,Kuala Lumpur,Plus: Import duties,Plus: Import duties,3426,f,,
2015,2019,Kuala Lumpur,Plus: Import duties,Plus: Import duties,3720,f,,
2015,2020,Kuala Lumpur,Plus: Import duties,Plus: Import duties,3780,f,,
2015,2021,Kuala Lumpur,Plus: Import duties,Plus: Import duties,3830,e,,
2015,2022,Kuala Lumpur,Plus: Import duties,Plus: Import duties,2172,p,,
2015,2015,Labuan,Agriculture,Agriculture,118,f,,
2015,2016,Labuan,Agriculture,Agriculture,114,f,,
2015,2017,Labuan,Agriculture,Agriculture,119,f,,
2015,2018,Labuan,Agriculture,Agriculture,126,f,,
2015,2019,Labuan,Agriculture,Agriculture,133,f,,
2015,2020,Labuan,Agriculture,Agriculture,115,f,,
2015,2021,Labuan,Agriculture,Agriculture,117,e,,
2015,2022,Labuan,Agriculture,Agriculture,121,p,,
2015,2015,Labuan,Mining and quarrying,Mining and quarrying,0,f,,
2015,2016,Labuan,Mining and quarrying,Mining and quarrying,0,f,,
2015,2017,Labuan,Mining and quarrying,Mining and quarrying,0,f,,
2015,2018,Labuan,Mining and quarrying,Mining and quarrying,0,f,,
2015,2019,Labuan,Mining and quarrying,Mining and quarrying,0,f,,
2015,2020,Labuan,Mining and quarrying,Mining and quarrying,0,f,,
2015,2021,Labuan,Mining and quarrying,Mining and quarrying,0,e,,
2015,2022,Labuan,Mining and quarrying,Mining and quarrying,0,p,,
2015,2015,Labuan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",31,f,,
2015,2016,Labuan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",33,f,,
2015,2017,Labuan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",32,f,,
2015,2018,Labuan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",32,f,,
2015,2019,Labuan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",33,f,,
2015,2020,Labuan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",33,f,,
2015,2021,Labuan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",30,e,,
2015,2022,Labuan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",28,p,,
2015,2015,Labuan,Manufacturing,"Textiles, wearing apparel and leather products",3,f,,
2015,2016,Labuan,Manufacturing,"Textiles, wearing apparel and leather products",3,f,,
2015,2017,Labuan,Manufacturing,"Textiles, wearing apparel and leather products",3,f,,
2015,2018,Labuan,Manufacturing,"Textiles, wearing apparel and leather products",3,f,,
2015,2019,Labuan,Manufacturing,"Textiles, wearing apparel and leather products",3,f,,
2015,2020,Labuan,Manufacturing,"Textiles, wearing apparel and leather products",2,f,,
2015,2021,Labuan,Manufacturing,"Textiles, wearing apparel and leather products",3,e,,
2015,2022,Labuan,Manufacturing,"Textiles, wearing apparel and leather products",3,p,,
2015,2015,Labuan,Manufacturing,"Wood products, furniture, paper products and printing",3,f,,
2015,2016,Labuan,Manufacturing,"Wood products, furniture, paper products and printing",2,f,,
2015,2017,Labuan,Manufacturing,"Wood products, furniture, paper products and printing",2,f,,
2015,2018,Labuan,Manufacturing,"Wood products, furniture, paper products and printing",2,f,,
2015,2019,Labuan,Manufacturing,"Wood products, furniture, paper products and printing",2,f,,
2015,2020,Labuan,Manufacturing,"Wood products, furniture, paper products and printing",2,f,,
2015,2021,Labuan,Manufacturing,"Wood products, furniture, paper products and printing",2,e,,
2015,2022,Labuan,Manufacturing,"Wood products, furniture, paper products and printing",2,p,,
2015,2015,Labuan,Manufacturing,"Petroleum, chemical, rubber and plastic products",825,f,,
2015,2016,Labuan,Manufacturing,"Petroleum, chemical, rubber and plastic products",865,f,,
2015,2017,Labuan,Manufacturing,"Petroleum, chemical, rubber and plastic products",906,f,,
2015,2018,Labuan,Manufacturing,"Petroleum, chemical, rubber and plastic products",965,f,,
2015,2019,Labuan,Manufacturing,"Petroleum, chemical, rubber and plastic products",964,f,,
2015,2020,Labuan,Manufacturing,"Petroleum, chemical, rubber and plastic products",946,f,,
2015,2021,Labuan,Manufacturing,"Petroleum, chemical, rubber and plastic products",918,e,,
2015,2022,Labuan,Manufacturing,"Petroleum, chemical, rubber and plastic products",910,p,,
2015,2015,Labuan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",219,f,,
2015,2016,Labuan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",265,f,,
2015,2017,Labuan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",266,f,,
2015,2018,Labuan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",270,f,,
2015,2019,Labuan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",284,f,,
2015,2020,Labuan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",289,f,,
2015,2021,Labuan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",305,e,,
2015,2022,Labuan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",333,p,,
2015,2015,Labuan,Manufacturing,"Electrical, electronic and optical products",1,f,,
2015,2016,Labuan,Manufacturing,"Electrical, electronic and optical products",1,f,,
2015,2017,Labuan,Manufacturing,"Electrical, electronic and optical products",1,f,,
2015,2018,Labuan,Manufacturing,"Electrical, electronic and optical products",1,f,,
2015,2019,Labuan,Manufacturing,"Electrical, electronic and optical products",1,f,,
2015,2020,Labuan,Manufacturing,"Electrical, electronic and optical products",1,f,,
2015,2021,Labuan,Manufacturing,"Electrical, electronic and optical products",1,e,,
2015,2022,Labuan,Manufacturing,"Electrical, electronic and optical products",1,p,,
2015,2015,Labuan,Manufacturing,"Transport equipment, other manufacturing and repair",87,f,,
2015,2016,Labuan,Manufacturing,"Transport equipment, other manufacturing and repair",87,f,,
2015,2017,Labuan,Manufacturing,"Transport equipment, other manufacturing and repair",86,f,,
2015,2018,Labuan,Manufacturing,"Transport equipment, other manufacturing and repair",91,f,,
2015,2019,Labuan,Manufacturing,"Transport equipment, other manufacturing and repair",97,f,,
2015,2020,Labuan,Manufacturing,"Transport equipment, other manufacturing and repair",94,f,,
2015,2021,Labuan,Manufacturing,"Transport equipment, other manufacturing and repair",95,e,,
2015,2022,Labuan,Manufacturing,"Transport equipment, other manufacturing and repair",100,p,,
2015,2015,Labuan,Construction,Residential and non-residential,110,f,,
2015,2016,Labuan,Construction,Residential and non-residential,78,f,,
2015,2017,Labuan,Construction,Residential and non-residential,107,f,,
2015,2018,Labuan,Construction,Residential and non-residential,58,f,,
2015,2019,Labuan,Construction,Residential and non-residential,89,f,,
2015,2020,Labuan,Construction,Residential and non-residential,81,f,,
2015,2021,Labuan,Construction,Residential and non-residential,69,e,,
2015,2022,Labuan,Construction,Residential and non-residential,72,p,,
2015,2015,Labuan,Construction,Civil engineering,14,f,,
2015,2016,Labuan,Construction,Civil engineering,24,f,,
2015,2017,Labuan,Construction,Civil engineering,9,f,,
2015,2018,Labuan,Construction,Civil engineering,41,f,,
2015,2019,Labuan,Construction,Civil engineering,45,f,,
2015,2020,Labuan,Construction,Civil engineering,34,f,,
2015,2021,Labuan,Construction,Civil engineering,17,e,,
2015,2022,Labuan,Construction,Civil engineering,16,p,,
2015,2015,Labuan,Construction,Special trade,24,f,,
2015,2016,Labuan,Construction,Special trade,19,f,,
2015,2017,Labuan,Construction,Special trade,19,f,,
2015,2018,Labuan,Construction,Special trade,57,f,,
2015,2019,Labuan,Construction,Special trade,43,f,,
2015,2020,Labuan,Construction,Special trade,48,f,,
2015,2021,Labuan,Construction,Special trade,57,e,,
2015,2022,Labuan,Construction,Special trade,60,p,,
2015,2015,Labuan,Services,"Utilities, transportation & storage and information & communication",420,f,,
2015,2016,Labuan,Services,"Utilities, transportation & storage and information & communication",453,f,,
2015,2017,Labuan,Services,"Utilities, transportation & storage and information & communication",493,f,,
2015,2018,Labuan,Services,"Utilities, transportation & storage and information & communication",535,f,,
2015,2019,Labuan,Services,"Utilities, transportation & storage and information & communication",568,f,,
2015,2020,Labuan,Services,"Utilities, transportation & storage and information & communication",528,f,,
2015,2021,Labuan,Services,"Utilities, transportation & storage and information & communication",541,e,,
2015,2022,Labuan,Services,"Utilities, transportation & storage and information & communication",609,p,,
2015,2015,Labuan,Services,"Wholesale and retail trade, food & beverage and accommodation",507,f,,
2015,2016,Labuan,Services,"Wholesale and retail trade, food & beverage and accommodation",531,f,,
2015,2017,Labuan,Services,"Wholesale and retail trade, food & beverage and accommodation",556,f,,
2015,2018,Labuan,Services,"Wholesale and retail trade, food & beverage and accommodation",587,f,,
2015,2019,Labuan,Services,"Wholesale and retail trade, food & beverage and accommodation",616,f,,
2015,2020,Labuan,Services,"Wholesale and retail trade, food & beverage and accommodation",540,f,,
2015,2021,Labuan,Services,"Wholesale and retail trade, food & beverage and accommodation",534,e,,
2015,2022,Labuan,Services,"Wholesale and retail trade, food & beverage and accommodation",624,p,,
2015,2015,Labuan,Services,"Finance and insurance, real estate and business services",3036,f,,
