year,state,industry,employed
2005,Perlis,"Electricity, gas and water supply",0.2
2006,Perlis,"Electricity, gas and water supply",0.3
2007,Perlis,"Electricity, gas and water supply",0.3
2008,Perlis,"Electricity, gas and water supply",0.3
2009,Perlis,"Electricity, gas and water supply",0.2
2010,Perlis,"Water supply; sewerage, waste management and remediation activities",0.3
2011,Perlis,"Water supply; sewerage, waste management and remediation activities",0.3
2012,Perlis,"Water supply; sewerage, waste management and remediation activities",0.4
2013,Perlis,"Water supply; sewerage, waste management and remediation activities",0.2
2014,Perlis,"Water supply; sewerage, waste management and remediation activities",0.4
2015,Perlis,"Water supply; sewerage, waste management and remediation activities",0.8
2016,Perlis,"Water supply; sewerage, waste management and remediation activities",0.5
2017,Perlis,"Water supply; sewerage, waste management and remediation activities",0.5
2018,Perlis,"Water supply; sewerage, waste management and remediation activities",0.6
2019,Perlis,"Water supply; sewerage, waste management and remediation activities",0.5
2020,Perlis,"Water supply; sewerage, waste management and remediation activities",0.9
2021,Perlis,"Water supply; sewerage, waste management and remediation activities",1.2
1982,Sabah,Construction,31.3
1983,Sabah,Construction,29.1
1984,Sabah,Construction,26.9
1985,Sabah,Construction,27.8
1986,Sabah,Construction,25.4
1987,Sabah,Construction,22.7
1988,Sabah,Construction,19.2
1989,Sabah,Construction,21.9
1990,Sabah,Construction,23.9
1992,Sabah,Construction,27.3
1993,Sabah,Construction,27.5
1995,Sabah,Construction,34.8
1996,Sabah,Construction,68.3
1997,Sabah,Construction,76.5
1998,Sabah,Construction,81.4
1999,Sabah,Construction,63.4
2000,Sabah,Construction,53.8
2001,Sabah,"Electricity, gas and water supply",6.5
2002,Sabah,"Electricity, gas and water supply",5.9
2003,Sabah,"Electricity, gas and water supply",4.8
2004,Sabah,"Electricity, gas and water supply",8.3
2005,Sabah,"Electricity, gas and water supply",5.2
2006,Sabah,"Electricity, gas and water supply",8
2007,Sabah,"Electricity, gas and water supply",8.2
2008,Sabah,"Electricity, gas and water supply",6.7
2009,Sabah,"Electricity, gas and water supply",7.4
2010,Sabah,"Water supply; sewerage, waste management and remediation activities",5.3
2011,Sabah,"Water supply; sewerage, waste management and remediation activities",4.9
2012,Sabah,"Water supply; sewerage, waste management and remediation activities",8.6
2013,Sabah,"Water supply; sewerage, waste management and remediation activities",6.4
2014,Sabah,"Water supply; sewerage, waste management and remediation activities",6.4
2015,Sabah,"Water supply; sewerage, waste management and remediation activities",4.4
2016,Sabah,"Water supply; sewerage, waste management and remediation activities",6.2
2017,Sabah,"Water supply; sewerage, waste management and remediation activities",8.1
2018,Sabah,"Water supply; sewerage, waste management and remediation activities",6.2
2019,Sabah,"Water supply; sewerage, waste management and remediation activities",6.5
2020,Sabah,"Water supply; sewerage, waste management and remediation activities",7.3
2021,Sabah,"Water supply; sewerage, waste management and remediation activities",6.6
1982,Sarawak,Construction,26.1
1983,Sarawak,Construction,35.6
1984,Sarawak,Construction,39.2
1985,Sarawak,Construction,40
1986,Sarawak,Construction,35.6
1987,Sarawak,Construction,32.6
1988,Sarawak,Construction,35.6
1989,Sarawak,Construction,34.9
1990,Sarawak,Construction,41.6
1992,Sarawak,Construction,60.1
1993,Sarawak,Construction,64.4
1995,Sarawak,Construction,69.6
1996,Sarawak,Construction,83.9
1997,Sarawak,Construction,77
1998,Sarawak,Construction,72.8
1999,Sarawak,Construction,71.5
2000,Sarawak,Construction,68.6
2001,Sarawak,"Electricity, gas and water supply",5
2002,Sarawak,"Electricity, gas and water supply",5.4
2003,Sarawak,"Electricity, gas and water supply",4.5
2004,Sarawak,"Electricity, gas and water supply",3.2
2005,Sarawak,"Electricity, gas and water supply",4.8
2006,Sarawak,"Electricity, gas and water supply",7.4
2007,Sarawak,"Electricity, gas and water supply",5.7
2008,Sarawak,"Electricity, gas and water supply",6.4
2009,Sarawak,"Electricity, gas and water supply",5.9
2010,Sarawak,"Water supply; sewerage, waste management and remediation activities",6.3
2011,Sarawak,"Water supply; sewerage, waste management and remediation activities",5.1
2012,Sarawak,"Water supply; sewerage, waste management and remediation activities",5.2
2013,Sarawak,"Water supply; sewerage, waste management and remediation activities",2.9
2014,Sarawak,"Water supply; sewerage, waste management and remediation activities",3.8
2015,Sarawak,"Water supply; sewerage, waste management and remediation activities",3.8
2016,Sarawak,"Water supply; sewerage, waste management and remediation activities",5.1
2017,Sarawak,"Water supply; sewerage, waste management and remediation activities",3.3
2018,Sarawak,"Water supply; sewerage, waste management and remediation activities",7.2
2019,Sarawak,"Water supply; sewerage, waste management and remediation activities",7.2
2020,Sarawak,"Water supply; sewerage, waste management and remediation activities",5.8
2021,Sarawak,"Water supply; sewerage, waste management and remediation activities",7.6
1982,Selangor,Construction,54
1983,Selangor,Construction,72.5
1984,Selangor,Construction,59.2
1985,Selangor,Construction,62.6
1986,Selangor,Construction,64.7
1987,Selangor,Construction,59.7
1988,Selangor,Construction,58.2
1989,Selangor,Construction,57.3
1990,Selangor,Construction,74.5
1992,Selangor,Construction,77.2
1993,Selangor,Construction,93
1995,Selangor,Construction,121
1996,Selangor,Construction,140.4
1997,Selangor,Construction,136.4
1998,Selangor,Construction,133.9
1999,Selangor,Construction,146.6
2000,Selangor,Construction,165.3
2001,Selangor,"Electricity, gas and water supply",11
2002,Selangor,"Electricity, gas and water supply",9.8
2003,Selangor,"Electricity, gas and water supply",13.3
2004,Selangor,"Electricity, gas and water supply",18.3
2005,Selangor,"Electricity, gas and water supply",14.3
2006,Selangor,"Electricity, gas and water supply",18.9
2007,Selangor,"Electricity, gas and water supply",13.1
2008,Selangor,"Electricity, gas and water supply",12.9
2009,Selangor,"Electricity, gas and water supply",14.7
2010,Selangor,"Water supply; sewerage, waste management and remediation activities",12.3
2011,Selangor,"Water supply; sewerage, waste management and remediation activities",15.8
2012,Selangor,"Water supply; sewerage, waste management and remediation activities",17.5
2013,Selangor,"Water supply; sewerage, waste management and remediation activities",25.2
2014,Selangor,"Water supply; sewerage, waste management and remediation activities",18.8
2015,Selangor,"Water supply; sewerage, waste management and remediation activities",20
2016,Selangor,"Water supply; sewerage, waste management and remediation activities",12.5
2017,Selangor,"Water supply; sewerage, waste management and remediation activities",11.8
2018,Selangor,"Water supply; sewerage, waste management and remediation activities",18.2
2019,Selangor,"Water supply; sewerage, waste management and remediation activities",19.8
2020,Selangor,"Water supply; sewerage, waste management and remediation activities",17.3
2021,Selangor,"Water supply; sewerage, waste management and remediation activities",19.2
1982,Terengganu,Construction,23.7
1983,Terengganu,Construction,30.7
1984,Terengganu,Construction,23.7
1985,Terengganu,Construction,18.5
1986,Terengganu,Construction,13.6
1987,Terengganu,Construction,11.5
1988,Terengganu,Construction,13.4
1989,Terengganu,Construction,14.6
1990,Terengganu,Construction,15.8
1992,Terengganu,Construction,21.5
1993,Terengganu,Construction,30.4
1995,Terengganu,Construction,30.4
1996,Terengganu,Construction,32.6
1997,Terengganu,Construction,39.7
1998,Terengganu,Construction,39.6
1999,Terengganu,Construction,36.7
2000,Terengganu,Construction,44.5
2001,Terengganu,"Electricity, gas and water supply",2.4
2002,Terengganu,"Electricity, gas and water supply",2.3
2003,Terengganu,"Electricity, gas and water supply",3
2004,Terengganu,"Electricity, gas and water supply",1.8
2005,Terengganu,"Electricity, gas and water supply",2.7
2006,Terengganu,"Electricity, gas and water supply",1.9
2007,Terengganu,"Electricity, gas and water supply",3.5
2008,Terengganu,"Electricity, gas and water supply",3.1
2009,Terengganu,"Electricity, gas and water supply",3.7
2010,Terengganu,"Water supply; sewerage, waste management and remediation activities",5.8
2011,Terengganu,"Water supply; sewerage, waste management and remediation activities",3.8
2012,Terengganu,"Water supply; sewerage, waste management and remediation activities",5.5
2013,Terengganu,"Water supply; sewerage, waste management and remediation activities",7
2014,Terengganu,"Water supply; sewerage, waste management and remediation activities",5.1
2015,Terengganu,"Water supply; sewerage, waste management and remediation activities",2.3
2016,Terengganu,"Water supply; sewerage, waste management and remediation activities",3.9
2017,Terengganu,"Water supply; sewerage, waste management and remediation activities",3
2018,Terengganu,"Water supply; sewerage, waste management and remediation activities",3.2
2019,Terengganu,"Water supply; sewerage, waste management and remediation activities",4
2020,Terengganu,"Water supply; sewerage, waste management and remediation activities",3
2021,Terengganu,"Water supply; sewerage, waste management and remediation activities",4.5
2001,Kuala Lumpur,"Electricity, gas and water supply",7.1
2002,Kuala Lumpur,"Electricity, gas and water supply",4.4
2003,Kuala Lumpur,"Electricity, gas and water supply",4.5
2004,Kuala Lumpur,"Electricity, gas and water supply",3.3
2005,Kuala Lumpur,"Electricity, gas and water supply",3.9
2006,Kuala Lumpur,"Electricity, gas and water supply",5.7
2007,Kuala Lumpur,"Electricity, gas and water supply",3.2
2008,Kuala Lumpur,"Electricity, gas and water supply",3.5
2009,Kuala Lumpur,"Electricity, gas and water supply",1.7
2010,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",1.4
2011,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",4.5
2012,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",3.3
2013,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",5
2014,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",5
2015,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",3.9
2016,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",4.1
2017,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",9
2018,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",3.2
2019,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",3.4
2020,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",4.6
2021,Kuala Lumpur,"Water supply; sewerage, waste management and remediation activities",4.4
1984,Labuan,Construction,2.8
1985,Labuan,Construction,2.4
1986,Labuan,Construction,1.5
1987,Labuan,Construction,1.5
1988,Labuan,Construction,1.4
1989,Labuan,Construction,1.3
1990,Labuan,Construction,1.7
1992,Labuan,Construction,2.5
1993,Labuan,Construction,1.8
1995,Labuan,Construction,7.4
1996,Labuan,Construction,8.3
1997,Labuan,Construction,5.3
1998,Labuan,Construction,7.2
1999,Labuan,Construction,6.7
2000,Labuan,Construction,5.2
2001,Labuan,"Electricity, gas and water supply",0.3
2002,Labuan,"Electricity, gas and water supply",0.2
2003,Labuan,"Electricity, gas and water supply",0.3
2004,Labuan,"Electricity, gas and water supply",0.2
2005,Labuan,"Electricity, gas and water supply",0.3
2006,Labuan,"Electricity, gas and water supply",0.1
2007,Labuan,"Electricity, gas and water supply",0.3
2008,Labuan,"Electricity, gas and water supply",0.3
2009,Labuan,"Electricity, gas and water supply",0.3
2010,Labuan,"Water supply; sewerage, waste management and remediation activities",0.3
2011,Labuan,"Water supply; sewerage, waste management and remediation activities",0.3
2012,Labuan,"Water supply; sewerage, waste management and remediation activities",0.1
2013,Labuan,"Water supply; sewerage, waste management and remediation activities",0.2
2014,Labuan,"Water supply; sewerage, waste management and remediation activities",0.1
2015,Labuan,"Water supply; sewerage, waste management and remediation activities",0.3
2016,Labuan,"Water supply; sewerage, waste management and remediation activities",0.1
2017,Labuan,"Water supply; sewerage, waste management and remediation activities",0.2
2018,Labuan,"Water supply; sewerage, waste management and remediation activities",0.3
2019,Labuan,"Water supply; sewerage, waste management and remediation activities",0.2
2020,Labuan,"Water supply; sewerage, waste management and remediation activities",0.1
2021,Labuan,"Water supply; sewerage, waste management and remediation activities",0.3
2011,Putrajaya,"Water supply; sewerage, waste management and remediation activities",0.1
2012,Putrajaya,"Water supply; sewerage, waste management and remediation activities",0
2013,Putrajaya,"Water supply; sewerage, waste management and remediation activities",0.1
2014,Putrajaya,"Water supply; sewerage, waste management and remediation activities",0.1
2015,Putrajaya,"Water supply; sewerage, waste management and remediation activities",0.1
2016,Putrajaya,"Water supply; sewerage, waste management and remediation activities",0.4
2017,Putrajaya,"Water supply; sewerage, waste management and remediation activities",0.1
2018,Putrajaya,"Water supply; sewerage, waste management and remediation activities",0.4
2019,Putrajaya,"Water supply; sewerage, waste management and remediation activities",0.3
1982,Johor,"Wholesale and retail trade, restaurants and hotels",91.6
1983,Johor,"Wholesale and retail trade, restaurants and hotels",91.2
1984,Johor,"Wholesale and retail trade, restaurants and hotels",102.3
1985,Johor,"Wholesale and retail trade, restaurants and hotels",106.8
1986,Johor,"Wholesale and retail trade, restaurants and hotels",112.4
1987,Johor,"Wholesale and retail trade, restaurants and hotels",121.4
1988,Johor,"Wholesale and retail trade, restaurants and hotels",128.3
1989,Johor,"Wholesale and retail trade, restaurants and hotels",132.5
1990,Johor,"Wholesale and retail trade, restaurants and hotels",156.6
1992,Johor,"Wholesale and retail trade, restaurants and hotels",151.1
1993,Johor,"Wholesale and retail trade, restaurants and hotels",141.7
1995,Johor,"Wholesale and retail trade, restaurants and hotels",159.1
1996,Johor,"Wholesale and retail trade, restaurants and hotels",167.6
1997,Johor,"Wholesale and retail trade, restaurants and hotels",185.2
1998,Johor,"Wholesale and retail trade, restaurants and hotels",187.9
1999,Johor,"Wholesale and retail trade, restaurants and hotels",195.2
